"Manage Attributes","Zarządzaj cechami"
"Manage Categories","Zarządzanie kategoriami"
"Manage Content","Zarządzaj treścią"
"Manage Currency Rates","Zarządzaj kursami walut"
"Manage Currency Symbols","Zarządzaj symbolami walut"
"Manage Customers","Zarządzaj klientami"
"Manage Options (values of your attribute)","Zarządzaj opcjami (wartościami cechy)"
"Manage Ratings","Zarządzaj ocenami"
"Manage Stores","Zarządzaj sklepami"
"Manage Tax Rules","Zarządzaj regułami podatków"
"Manage Tax Zones and Rates","Zarządzaj strefami i stawkami podatków"
"Manage Titles (Size, Color, etc.)","Zarządzaj tytułami (rozmiar, kolor itp.)"
"Manual","Ręcznie"
"Matched Expression","Pasujące wyrażenie"
"Maximum sender name length is 255. Please correct your settings.","Maksymalna długość nazwy nadawcy to 255. Proszę poprawić ustawienia."
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Synchronizacja składowania mediów została zakończona!"
"Messages Inbox","Skrzynka odbiorcza"
"Month","Miesiąc"
"Most Viewed","Najczęściej oglądane"
"Most Viewed Products","Najczęściej oglądane produkty"
"Multiple Select","Wiielokrotny wybór"
"My Account","Moje konto"
"My Applications","Moje aplikacje"
"N/A","N/D"
"NOTICE","INFORMACJA"
"Name","Nazwa"
"Name on Card","Nazwisko na karcie"
"Name on the Card: %s","Nazwisko na karcie: %s"
"Name:","Imię:"
"Never (production)","Nigdy (produkcja)"
"New ","Nowy "
"New API Key","Nowy klucz API"
"New Accounts","Nowe konta"
"New Attribute","Nowa cecha"
"New Block","Nowy blok"
"New Category","Nowa kategoria"
"New Class","Nowa klasa"
"New Condition","Nowy warunek"
"New Custom Variable","Nowa własna zmienna"
"New Customer","Nowy klient"
"New Customers","Nowi klienci"
"New Design Change","Nowa zmiana wyglądu"
"New Email Template","Nowy szablon e-mail"
"New Group","Nowa grupa"
"New Invoice","Nowa faktura"
"New Item Type","Nowy typ elementu"
"New Memo","Nowa faktura korygująca"
"New Memo for #%s","Nowa faktura korygująca dla nr %s"
"New Page","Nowa strona"
"New Password","Nowe hasło"
"New Poll","Nowa ankieta"
"New Profile","Nowy profil"
"New Rate","Nowa stawka"
"New Rating","Nowa ocena"
"New Review","Nowa recenzja"
"New Role","Nowa rola"
"New Rule","Nowa reguła"
"New Search","Nowe wyszukiwanie"
"New Set","Nowy zestaw"
"New Shipment","Nowa dostawa"
"New Sitemap","Nowa mapa witryny"
"New Store View","Nowy widok sklepu"
"New System Template","Nowy szablon systemowy"
"New Tag","Nowy tag"
"New Template","Nowy szablon"
"New User","Nowy użytkownik"
"New Variable","Nowa zmienna"
"New Website","Nowa witryna"
"New attribute set mapping","Nowe mapowanie zestawu cech"
"New password field cannot be empty.","Pole nowego hasła nie może być puste."
"Newsletter","Newsletter"
"Newsletter Problems","Problemy newslettera"
"Newsletter Queue","Kolejka newslettera"
"Newsletter Subscribers","Subskrybenci newslettera"
"Newsletter Templates","Szablony newslettera"
"Next month (hold for menu)","Następny miesiąc (przytrzymaj dla menu)"
"Next year (hold for menu)","Następny rok (przytrzymaj dla menu)"
"No","Nie"
"No (price without tax)","Nie (cena bez podatku)"
"No Data","Brak danych"
"No Data Found","Nie znaleziono danych"
"No Templates Found","Nie znaleziono szablonów"
"No change","Bez zmian"
"No customer id defined.","Nie zdefiniowano ID klienta."
"No information available.","Informacja nie jest dostępna."
"No profile loaded...","Żaden profil nie jest załadowany..."
"No records found for this period.","Nie znaleziono wpisów dla tego okresu."
"No records found.","Nie znaleziono wpisów."
"No report code specified.","Nie wybrano kodu raportu."
"No search keywords.","Brak słów kluczowych wyszukiwania."
"No search modules were registered","Brak zarejestrowanych modułów wyszukiwania"
"No wishlist item id defined.","Nie zdefiniowano ID elementu schowka."
"None","Brak"
"Note:","Notatka:"
"Notes","Notatki"
"Notifications","Powiadomienia"
"Number of Orders","Liczba zamówień"
"Number of Uses","Ilość zastosowań"
"Number of Views","Ilość wyświetleń"
"Number of records:","Liczba rekordów:"
"OAuth Consumers","Klienci OAuth"
"OAuth authorization for admin","Autoryzacja OAuth dla admina"
"OAuth authorization simple for admin","Prosta autoryzacja OAuth dla admina"
"OK","OK"
"Old rate:","Stara stawka:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Kiedy zalogujesz się do swojego konta Zaawansowanego PayPal, przejdź do zakładki Ustawienia usługi - Hosted Checkout Pages - Menu ustawień i ustaw opcje opisane poniżej"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Kiedy już zalogujesz się do konta PayPal Payflow Link, przejdź do Ustawień usługi - Hosted Checkout Pages - Menu ustawień i ustaw opcje opisane poniżej"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","Jeden lub więcj plików mediów nie zsynchronizował się podczas procesu synchronizacji skłądowania mediów. Sprawdź log po więcej szczegółów."
"One or more of the Cache Types are invalidated:","Jeden lub więcej typów cache jest nieaktualnych:"
"Online Customers","Klienci online"
"Only Once (version upgrade)","Tylko raz (aktualizacja wersji)"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Tylko atrybuty z zasięgiem "Globalny", polem typu "Lista rozwijana" i cechą "Użyj to stworzenia produktu konfigurowalnego" ustawioną na "Tak" są dostępne."
"Only mapped fields","Tylko mapowane pola"
"Optional","Opcjonalnie"
"Options","Opcje"
"Options is required","Opcje są wymagane"
"Order","Zamówienie"
"Order #%s","Zamówienie nr %s"
"Order #%s (%s)","Zamówienie nr %s (%s)"
"Order Created Date","Data utworzenia zamówienia"
"Order ID","ID zamówienia"
"Order Totals","Sumy zamówień"
"Order Updated Date","Data aktualizacji zamówienia"
"Order Updated Date report is real-time, does not need statistics refreshing.","Raport dat aktualizacji zamówień jest generowany w czasie rzeczywistym, nie wymaga odświerzenia statystyk."
"Orders","Zamówienia"
"Original Magento attribute names in first row:","Oryginalne nazwy atrybutów Magento w pierwszym rzędzie:"
"Out of stock","Brak w magazynie"
"PDT (Payment Data Transfer) Only","Tylko PDT (Payment Data Transfer)"
"Package Extensions","Spakuj moduły"
"Pages","Strony"
"Parent Product Thumbnail","Miniaturka nadrzędnego produktu"
"Parent Transaction ID","ID nadrzędnej transakcji"
"Passive mode","Tryb pasywny"
"Password","Hasło"
"Password Confirmation","Potwierdzenie hasła"
"Password confirmation must be same as password.","Potwierdzenei hasła musi być identyczne z hasłem."
"Password must be at least of %d characters.","Hasło musi mieć co najmniej %d znaków."
"Password must include both numeric and alphabetic characters.","Hasło musi zawierać zarówno znaki numeryczne jak i alfabetu."
"Password:","Hasło:"
"Path:","Ścieżka:"
"Payment method instance is not available.","Instancja metody płatności nie jest dostępna."
"Payment method is not available.","Metoda płatności nie jest dostępna."
"Payment method must be specified.","Sposób płatności musi być określony."
"Pending Reviews","Oczekujące recenzje"
"Pending Tags","Oczekujące tagi"
"Per Item","Za sztukę"
"Per Order","Na zamówienie"
"Percent","Procent"
"Performed At","Wykonano"
"Period","Okres"
"Permanent (301)","Stałe (301)"
"Permissions","Uprawnienia"
"Personal Information","Dane osobiste"
"Phone:","Telefon:"
"Please Select","Proszę wybrać"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Potwierdź proszę przełączenie strony. Wszystkie niezapisane dane zostaną utracone."
"Please enter 6 or more characters.","Proszę o wprowadzenie 6 lub więcej znaków."
"Please enter a number greater than 0 in this field.","Proszę o podanie numeru większego od 0 w tym polu."
"Please enter a valid $ amount. For example $100.00.","Proszę o wprowadzenie poprawnej kwoty w $. Na przykład $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Proszę o wprowadzenie poprawnego URL. Dla przykładu: http://www.strona.pl lub www.strona.pl"
"Please enter a valid URL. http:// is required","Proszę o wprowadzenie poprawnego URL. http:// jest wymagane"
"Please enter a valid credit card number.","Proszę o wprowadzenie poprawnego numeru karty kredytowej."
"Please enter a valid date.","Proszę o wprowadzenie poprawnej daty."
"Please enter a valid email address. For example johndoe@domain.com.","Proszę o wprowadzenie poprawnego adresu e-mail. Dla przykładu: jankowalski@domena.pl."
"Please enter a valid email.","Proszę wpisać poprawny adres e-mail."
"Please enter a valid number in this field.","Proszę o wprowadzenie poprawnego numeru w tym polu."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Proszę o wprowadzenie poprawnego numeru telefonu. Dla przykładu: (012) 345 67 89 lub 012 345 6789."
"Please enter a valid social security number. For example 123-45-6789.","Proszę o wprowadzenie poprawnego numeru ubezpieczenia społecznego. Dla przykładu: 123-45-6789."
"Please enter a valid value from list","Proszę o wprowadzenie poprawnej wartości z listy"
"Please enter a valid value, ex: 10,20,30","Proszę o wprowadzenie poprawnej wartości np. 10,20,30"
"Please enter a valid zip code.","Proszę o wprowadzenie poprawnego kodu pocztowego."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Proszę o wprowadzenie poprawnego kodu pocztowego. Dla przykładu: 90602 lub 90-602."
"Please enter another credit card number to complete your purchase.","Proszę o wprowadzenie poprawnego numeru karty kredytowej, aby zakończyć zakup."
"Please enter password","Proszę o wprowadzenie hasła"
"Please enter password to confirm rollback.","Proszę o wprowadzenie hasła do potwierdzania przywracania."
"Please enter valid password.","Proszę o wprowadzenie poprawnego hasła."
"Please make sure that all global admin search modules are installed and activated.","Upewnij się, że wszystkie globalne moduły wyszukiwania są zainstalowane i aktywowane."
"Please make sure that your changes were saved before running the profile.","Upewnij się, że zapisano wszystkie zmiany profilu przed jego uruchomieniem."
"Please make sure your passwords match.","Proszę upewnić się, że hasła psują do siebie."
"Please select State/Province.","Proszę o wybór regionu."
"Please select a customer.","Proszę wybrać klienta."
"Please select a store.","Proszę wybrać sklep."
"Please select an option.","Proszę o wybranie opcji."
"Please select catalog searches.","Proszę wybrać wyszukiwanie katalogu."
"Please select customer(s).","Proszę wybrać klienta(ów)."
"Please select message(s).","Proszę wybrać wiadomość(i)."
"Please select one of the above options.","Proszę o wybór jednej z powyższych opcji."
"Please select one of the options.","Proszę o wybór jednej z opcji."
"Please select review(s).","Proszę wybrać recenzje."
"Please select tag(s).","Proszę wybrać tag(i)."
"Please specify backup creation options","Proszę określić opcje tworzenia kopii zapasowej"
"Please specify the admin custom URL.","Proszę podać indywidualny URL admina."
"Please try to logout and sign in again.","Proszę spróbować wylogować się i zalogować ponownie."
"Please type the letters from the image:","Proszę wpisać litery z obrazka:"
"Please use in this field only ""a-z,0-9,_"".","Użyj tylko następujących znaków ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Proszę o używanie jedynie liter (a-z) w tym polu."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Proszę o używanie tylko liczb w tym polu. Proszę o unikanie spacji, przecinków lub kropek."
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Proszę o używanie jedynie liter (a-z lub A-Z), cyfr (0-9) lub spacji i # w tym polu."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Proszę o używanie jedynie liter (a-z or A-Z) lub cyfr (0-9) w tym polu. Spacje i inne znaki nie są dozwolone."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Proszę o używanie jedynie liter (a-z or A-Z), cyfr (0-9) lub spacji i # w tym polu."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Proszę o użycie następującego formatu daty: dd/mm/rrrr. Dla przykładu: 17/03/2006."
"Please wait while the indexes are being refreshed.","Proszę czekać aż odświerzą się indeksy."
"Please wait, loading...","Proszę czekać, trwa ładowanie..."
"Please wait...","Proszę czekać..."
"Please, add some answers to this poll first.","Proszę dodać najpierw jakieś odpowiedzi do tej ankiety."
"Please, select ""Visible in Stores"" for this poll first.","Proszę wybrać najpierw widocznosć w sklepach dla tej ankiety."
"Poll Manager","Zarządzanie ankietami"
"Polls","Ankiety"
"Popular","Popularne"
"Position","Pozycja"
"Position of Watermark for %s","Pozycja znaku wodnego dla %s"
"Pregenerated product images files.","Wygenerowane pliki obrazków produktu."
"Prev. month (hold for menu)","Poprzedni miesiąc (przytrzymaj dla menu)"
"Prev. year (hold for menu)","Poprzedni rok (przytrzymaj dla menu)"
"Preview","Podgląd"
"Preview Template","Podgląd szablonu"
"Price","Cena"
"Price alert subscription was saved.","Subskrypcja powiadomienia o cenach została zapisana."
"Price:","Cena:"
"Processed <strong>%s%% %s/%d</strong> records","Przetworzono <strong>%s%% %s/%d</strong> rekordów)"
"Product","Produkt"
"Product Name","Nazwa produktu"
"Product Reviews","Recenzje produktu"
"Product Tax Classes","Klasy podatku produktu"
"Product Thumbnail Itself","Miniaturka produktu"
"Product is not loaded.","Produkt nie jest załadowany."
"Product:","Produkt:"
"Products","Produkty"
"Products Bestsellers Report","Raport bestsellerów"
"Products Most Viewed Report","Raport najczęściej oglądanych produktów"
"Products Ordered","Zamówieone produkty"
"Products in Carts","Produkty w koszyku"
"Profile Action","Operacja profilu"
"Profile Actions XML","XML operacji profilu"
"Profile Direction","Kierunek profilu"
"Profile History","Historia profilu"
"Profile Information","Informacje o profilu"
"Profile Name","Nazwa profilu"
"Profile Payments","Płatności profilu"
"Profile Schedule","Plan profilu"
"Profile Wizard","Kreator profilu"
"Profiles","Profile"
"Promo","Promocja"
"Promotions","Promocje"
"Purchased Item","Zakupione elementy"
"Put store on the maintenance mode while backup creation","Przestaw sklep na tryb remontowy podczas tworzenia kopii bezpieczeństwa"
"Put store on the maintenance mode while rollback processing","Przestaw sklep na tryb remontowy podczas odtwarzania kopii bezpieczeństwa"
"Quantity","Ilość"
"Queue Refresh","Odśwież kolejkę"
"Queued... Cancel","Ustawiony w kolejce... Anulowanie"
"REST Roles","Role REST"
"Radio Buttons","Pola wyboru"
"Rates","Stawki"
"Read details","Przeczytaj szczegóły"
"Rebuild","Przebuduj"
"Rebuild Catalog Index","Przebuduj indeks katalogu"
"Rebuild Flat Catalog Category","Przebuduj płaski katalog kategorii"
"Rebuild Flat Catalog Product","Przebuduj płaski katalog produktów"
"Recent Orders","Ostatnie zamówienia"
"Recent statistics have been updated.","Najnowsze statystyki zostały uaktualnione."
"Recurring Profile View","Widok profilu okresowego"
"Recursive Dir","Okresowy katalog"
"Redirect","Przekierowanie"
"Reference","Referencja"
"Reference ID","ID referencji"
"Refresh","Odśwież"
"Refresh Now*","Odśwież teraz*"
"Refresh Statistics","Odśwież statystyki"
"Region/State","Region/województwo"
"Regular Price:","Normalna cena:"
"Reject","Odrzuć"
"Reject token authorization Pop Up for admin","Pop up z odrzuceniem tokena autoryzacyjnego dla admina"
"Reject token authorization for admin","Odrzuć token autoryzacyjny dla admina"
"Rejection Of Authorization","Odrzucenie autoryzacji"
"Release","Wydanie"
"Release Stability","Stabilność wydania"
"Release Version","Wersja wydania"
"Reload captcha","Przeładuj captcha"
"Remote FTP","Zdalny FTP"
"Remove","Usuń"
"Reports","Raporty"
"Request Path","Ścieżka polecenia"
"Required","Wymagane"
"Reset","Resetuj"
"Reset Filter","Resetuj filtr"
"Reset Password","Resetuj hasło"
"Reset a Password","Resetuj hasło"
"Resize","Przeskaluj"
"Resource Access","Dostęp do zasobów"
"Resources","Zasoby"
"Results","Rezultaty"
"Retrieve Password","Odzyskaj hasło"
"Return Html Version","Zwróć wersję HTML"
"Revenue","Dochód"
"Reviews","Recenzje"
"Reviews and Ratings","Recenzje i oceny"
"Rewrite Rules","Reguły przekierowań"
"Role ID","ID roli"
"Role Info","Informacje o roli"
"Role Information","Informacje o roli"
"Role Name","Nazwa roli"
"Role Resources","Zasoby roli"
"Role Users","Użytkownicy roli"
"Roles","Role"
"Roles Resources","Zasoby ról"
"Root Category","Kategoria bazowa"
"Rotate CCW","Rotuj CCW"
"Rotate CW","Rotuj CW"
"Run","Uruchom"
"Run Profile","Uruchom profil"
"Run Profile Inside This Window","Uruchom profil w tym oknie"
"Run Profile in Popup","Uruchom profil w wyskakująym okienku"
"Running... Kill","W trakcie... Przerwij"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","Błąd SSL: Błędny lub podpisany samodzielnie certyfikat"
"Sales","Sprzedaże"
"Sales Report","Raport sprzedaży"
"Samples","Przykłady"
"Save","Zapisz"
"Save & Generate","Zapisz i generuj"
"Save Account","Zapisz konto"
"Save Cache Settings","Zapisz ustawienia cache"
"Save Config","Zapisz konfigurację"
"Save Currency Rates","Zapisz kursy walut"
"Save Profile","Zapisz profil"
"Save Role","Zapisz rolę"
"Save Template","Zapisz szablon"
"Save User","Zapisz użytkownika"
"Save and Continue Edit","Zapisz i kontynuuj edycję"
"Search","Szukaj"
"Search Index","Indeks wyszukiwania"
"Search Term","Szukana fraza"
"Search Terms","Szukane frazy"
"Select","Wybierz"
"Select All","Zaznacz wszystko"
"Select Category","Wybierz kategorię"
"Select Date","Wybierz datę"
"Select Range","Wybierz zakres"
"Select date","Wybierz datę"
"Selected allowed currency ""%s"" is not available in installed currencies.","Wybrana dozwolona waluta ""%s"" nie jest dostępna wśród zainstalowanych walut."
"Selected base currency is not available in installed currencies.","Wybrana waluta podstawowa nie jest dostępna wśród zainstalowanych walut."
"Selected default display currency is not available in allowed currencies.","Wybrana domyślnie wyświetlana waluta nie jest dostępna wśród dopuszczonych walut."
"Selected default display currency is not available in installed currencies.","Wybrana domyślnie wyświetlana waluta nie jest dostępna wśród zainstalowanych walut."
"Self-assigned roles cannot be deleted.","Samodzielnie przyznane role nie mogą być usunięte."
"Sender","Nadawca"
"Separate Email","Oddzielny e-mail"
"Shipment #%s comment added","Komentarz do dostawy nr %s został dodany"
"Shipment #%s created","Dostawa nr %s została utworzona"
"Shipment Comments","Komentarze do dostawy"
"Shipment History","Historia dostawy"
"Shipments","Dostawy"
"Shipping","Dostawa"
"Shipping Address","Adres dla dostawy"
"Shipping Address: ","Adres dla dostawy: "
"Shipping Origin","Pochodzenie dostawy"
"Shipping Price","Cena dostawy"
"Shipping address selection is not applicable","Wybór adresu dostawy jest niepoprawny"
"Shipping method must be specified.","Należy wybrać sposób dostawy."
"Shipping method selection is not applicable","Wybór metody dostawy jest niepoprawny."
"Shopping Cart","Koszyk"
"Shopping Cart Price Rules","Reguły cenowe koszyka"
"Shopping Cart from %s","Koszyk od %s"
"Show By","Pokaż wg"
"Show Report For:","Pokaż raport dla:"
"Show Reviews","Pokaż recenzje"
"Sitemap Information","Informacja mapy witryny"
"Size for %s","Rozmiar dla %s"
"Skip Category Selection","Pomiń wybór kategorii"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Niektóre produkty w tym zamówieniu mają różne typy faktur i metody dostawy. Możesz utworzyć dostawę dopiero po utworzeniu faktury."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Niektóre z zamówionych produktów nie istnieją już w sklepie. Produkty te zostaną usunięte jeśli spróbujesz edytować to zamówienie."
"Sorry, this feature is coming soon...","Niestety, ta funkcjonalność dopiero ma się pojawić..."
"Special Price:","Cena promocyjna:"
"Specific Countries","Wybrane kraje"
"Specified","Wybrane"
"Specified profile does not exist.","Wybrany profil nie istnieje"
"Spreadsheet Name:","Nazwa arkusza:"
"Start Date","Data rozpoczęcia"
"Starting profile execution, please wait...","Uruchomianie wykonania profilu, proszę czekać..."
"State/Province:","Województwo:"
"Static Blocks","Bloki statyczne"
"Status","Status"
"Status:","Status:"
"Stock Quantity:","Ilość w magazynie:"
"Stock notification was saved.","Powiadomienie o stanie zostało zapisane."
"Store","Sklep"
"Store Email Addresses Section","Sekcja sklepowych adresów e-mail"
"Store View","Widok sklepu"
"Store:","Sklep:"
"Stores","Sklepy"
"Subject","Temat"
"Submit","Prześlij"
"Subpackage cannot be conflicting.","Podpakiet nie może być w konflikcie."
"Subtotal","Suma częściowa"
"Switch/Solo card issue number: %s","Numer wydania karty Switch/Solo: %s"
"Switch/Solo card start Date: %s/%s","Data początkowa karty Switch/Solo: %s"
"Switch/Solo/Maestro Only","Tylko Switch/Solo/Maestro"
"Switch/Solo/Maestro(UK Domestic) Only","Tylko Switch/Solo/Maestro(lokalne UK)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Numer karty (Issue Number) Switch/Solo/Maestro(lokalne UK): %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Data początkowa Switch/Solo/Maestro(lokalne UK): %s/%s"
"Symbol","Symbol"
"Synchronization is required.","Synchronizacja jest wymagana."
"Synchronization of media storages has been successfully completed.","Synchronizacja składowania mediów została zakończona."
"Synchronize","Synchronizuj"
"Synchronizing %s to %s","Synchronizacja %s do %s"
"Synchronizing...","Synchronizacja..."
"System","System"
"System Section","Sekcja system"
"System busy","System zajęty"
"Tags","Tagi"
"Target Path","Ścieżka docelowa"
"Tax","Podatek"
"Tb","Tb"
"Template","Szablon"
"Template Content","Zawartość szablonu"
"Template Information","Informacje o szablonie"
"Template Name","Nazwa szablonu"
"Template Styles","Style szablonu"
"Template Subject","Temat szablonu"
"Template Type","Typ szablonu"
"Temporary (302)","Tymczasowe (302)"
"Terms and Conditions","Warunki składania zamówienia"
"Text","Tekst"
"The Catalog Rewrites were refreshed.","Przekierowania katalogu zostały odświeżone."
"The CatalogInventory Stock Status has been rebuilt.","Status stanów magazynowych został przebudowany."
"The Comment Text field cannot be empty.","Pole tekstowe komentarza nie może być puste."
"The Flat Catalog Product was rebuilt","Płaski katalog produktów został przebudowany"
"The JavaScript/CSS cache has been cleaned.","Cache JavaScript/CSS został wyczyszczony."
"The JavaScript/CSS cache has been cleared.","Cache JavaScript/CSS został wyczyszczony."
"The Layered Navigation indexing has been queued.","Indeksowanie nawigacji warstwowej zostało zaplanowane."
"The Layered Navigation indexing queue has been canceled.","Plan indeksowania nawigacji warstwowej został anulowany."
"The Layered Navigation indices were refreshed.","Wskaźniki nawigacji warstwowej zostały odświerzone."
"The Layered Navigation process has been queued to be killed.","Proces nawigacji warstwowej został zaplanowany do zatrzymania."
"The Magento cache storage has been flushed.","Składowanie cache Magento zostało opróżnione."
"The URL Rewrite has been deleted.","Przekierowanie URL zostało usunięte."
"The URL Rewrite has been saved.","Przekierowanie URL zostało zapisane."
"The account has been saved.","Konto zostało zapisane."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Archiwum może zostać rozpakowane przy pomocy <a href="%s">%s</a> w systemach Windows"
"The attribute set has been removed.","Zesaw cech został usunięty."
"The backup's creation process will take time.","Proces tworzenia kopii bezpieczeństwa może zająć sporo czasu."
"The billing agreement has been canceled.","Umowa rozliczeniowa została anulowana."
"The billing agreement has been deleted.","Umowa rozliczeniowa została usunięta."
"The cache storage has been flushed.","Składowanie cache zostało opróżnione."
"The carrier needs to be specified.","Dostawca musi być określony."
"The catalog index has been rebuilt.","Indeks katalogu został przebudowany."
"The catalog rewrites have been refreshed.","Przekierowania katalogu zostały odświeżone."
"The configuration has been saved.","Konfiguracja została zapisana."
"The credit memo has been canceled.","Faktura korygująca została anulowana."
"The credit memo has been created.","Faktura korygująca została utworzona."
"The credit memo has been voided.","Faktura korygująca została unieważniona."
"The custom variable has been deleted.","Własna zmienna została usunięta."
"The custom variable has been saved.","Własna zmienna została zapisana."
"The customer has been deleted.","Klinet został usunięty."
"The customer has been saved.","Klinet został zapisany."
"The design change has been deleted.","Zmiana wyglądu została usunięta."
"The design change has been saved.","Zmiana wyglądu została zapisana."
"The email address is empty.","Adres e-mail jest pusty."
"The email template has been deleted.","Szablon e-mail został usunięty."
"The email template has been saved.","Szablon e-mail został zapisany."
"The flat catalog category has been rebuilt.","Płaski katalog kategorii został przebudowany."
"The group node name must be specified with field node name.","Węzeł grupy musi być wybrany z polem nazwy węzła."
"The image cache was cleaned.","Cache obrazków został wyczyszczony."
"The image cache was cleared.","Cache obrazków został wyczyszczony."
"The invoice and shipment have been created.","Faktura i dostawa zostały utworzone."
"The invoice and the shipment  have been created. The shipping label cannot be created at the moment.","Faktura i dostawa zostały utworzone. Etykieta dostawy nie może być utworzona w tym momencie."
"The invoice has been canceled.","Faktura została anulowana."
"The invoice has been captured.","Faktura została przechwycona."
"The invoice has been created.","Faktura została utworzona."
"The invoice has been voided.","Faktura została unieważniona."
"The invoice no longer exists.","Ta faktura już nie istnieje."
"The item %s (SKU %s) does not exist in the catalog anymore.","Element %s (SKU %s) nie istnieje już w sklepie."
"The order does not allow creating an invoice.","To zamówienia nie pozwala na stworzenie faktury."
"The order no longer exists.","To zamówienie już nie istnieje."
"The poll has been deleted.","Ankieta została usunięta."
"The poll has been saved.","Ankieta została zapisana."
"The profile has been deleted.","Profil został usunięty."
"The profile has been saved.","Profil został zapisany."
"The profile has been updated.","Profil został zaktualizowany."
"The profile has no changes.","Profil nie zawiera zmian."
"The profile you are trying to save no longer exists","Profil który chcesz zapisać już nie istnieje"
"The rating has been deleted.","Ocena została usunięta."
"The rating has been saved.","Ocena została zapisana."
"The role has been deleted.","Rola została usunięta."
"The role has been saved.","Rola została zapisana."
"The role has been successfully saved.","Rola została zapisana."
"The search index has been rebuilt.","Indeks wyszukiwania został przebudowany."
"The shipment has been created.","Dostawa została utworzona."
"The shipment has been sent.","Dostawa została nadana."
"The shipping label has been created.","Etykieta adresowa została utworzona."
"The tag has been deleted.","Tag został usunięty."
"The tag has been saved.","Tag został zapisany."
"The transaction details have been updated.","Dane transakcji zostały zaktualizowane."
"The user has been deleted.","Użytkownik został usunięty."
"The user has been saved.","Użytkownik został zapisany."
"Themes JavaScript and CSS files combined to one file.","Pliki JavaScript i CSS motywu połączone w jeden plik."
"There is an error in one of the option rows.","W jednym z rzędów opcji jest błąd."
"This Account is","To konto jest"
"This Email template no longer exists.","Taki szablon e-mail już nie istnieje."
"This Role no longer exists","Taka rola już nie istnieje"
"This Role no longer exists.","Taka rola już nie istnieje."
"This account is","To konto jest"
"This account is inactive.","To konto jest nieaktywne."
"This action cannot be undone.","Ta akcja nie może być cofnięta."
"This attribute set does not have attributes which we can use for configurable product","Ten zestaw cech nie zawiera cech które mogą być użyte dla produktów konfigurowalnych"
"This attribute shares the same value in all the stores","Ta cecha posiada tą samą wartość we wszystkich sklepach"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","To jest wersja demonstracyjna. Żadne zamówienia nie będą realizowane."
"This is a required field.","To pole jest wymagane."
"This product is currently disabled.","Ten produkt jest aktualnie wyłączony"
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","Ten raport zależy od konfiguracji strefy czasowej. Kiedy strefa czasowa zostanie zmieniona, całkowite statystyki muszą zostać odświerzone."
"This section is not allowed.","Ta sekcja jest niedozwolona."
"This user no longer exists.","Taki użytkownik już nie istnieje"
"Thumbnail Image","Miniaturka"
"Time","Czas"
"Time selection:","Wybór czasu:"
"Time:","Czas:"
"Timeout limit for response from synchronize process was reached.","Limit czasowy dla odpowiedzi od połączenia z procesem synchronizacji."
"To","Do"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","W celu anulowania oczekującej autoryzacji i uwolnienia kwot przetworzonych w tej płatności, wciśnij Anuluj."
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","W celu użycia PayPal Payflow Link, musisz skonfigurować konto PayPal PayFlow Link na stronie PayPal."
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","W celu użycia Płatności Zaawansowanych PayPal, musisz skonfigurować konto Płatności Zaawansowanych PayPal na stronie PayPal."
"Toggle Editor","Przełącz edytor"
"Tools","Narzędzia"
"Top 5 Search Terms","Top 5 wyszukiwanych fraz"
"Total","Razem"
"Total Invoiced","Łącznie zafakturowane"
"Total Order Amount","Łączna liczba zamówień"
"Total Refunded","Łącznie zwrócono"
